Prefix|Status|OriginAS|ROAAS|ROAPrefix|MaxLen
190.14.58.0/23|INVALID_MAXLEN|27659|27659|190.14.48.0/20|20
190.14.60.0/23|INVALID_MAXLEN|27659|27659|190.14.48.0/20|20
190.15.1.0/24|INVALID_MAXLEN|27817|3816|190.15.0.0/19|24
190.15.15.0/24|INVALID_MAXLEN|27817|3816|190.15.0.0/19|24
190.15.16.0/24|INVALID_MAXLEN|27817|3816|190.15.0.0/19|24
190.15.17.0/24|INVALID_MAXLEN|27817|3816|190.15.0.0/19|24
190.26.204.0/24|INVALID_WRONGASN|32034|19429|190.26.0.0/16|24
190.27.243.0/24|INVALID_WRONGASN|266862|19429|190.27.0.0/16|24
190.30.242.0/24|INVALID_WRONGASN|27813|7303|190.30.0.0/16|32
190.30.254.0/24|INVALID_WRONGASN|264642|7303|190.30.0.0/16|32
190.52.49.0/24|INVALID_MAXLEN|27882|27882|190.52.48.0/21|21
190.52.50.0/23|INVALID_MAXLEN|27882|27882|190.52.48.0/21|21
190.52.52.0/23|INVALID_MAXLEN|27882|27882|190.52.48.0/21|21
190.60.4.0/22|INVALID_MAXLEN|7087|18747|190.60.0.0/16|24
190.60.64.0/19|INVALID_MAXLEN|7087|18747|190.60.0.0/16|24
190.60.80.0/20|INVALID_MAXLEN|7087|18747|190.60.0.0/16|24
190.60.96.0/19|INVALID_MAXLEN|7087|18747|190.60.0.0/16|24
190.60.175.0/24|INVALID_WRONGASN|262216|18747|190.60.0.0/16|24
190.60.192.0/18|INVALID_MAXLEN|7087|18747|190.60.0.0/16|24
190.61.7.0/24|INVALID_WRONGASN|7087|18747|190.61.0.0/19|24
190.61.31.0/24|INVALID_WRONGASN|7087|18747|190.61.0.0/19|24
190.61.194.0/24|INVALID_WRONGASN|7087|18747|190.61.128.0/17|24
190.63.0.0/24|INVALID_WRONGASN|65001|23487|190.63.0.0/16|24
190.63.2.0/24|INVALID_WRONGASN|65001|23487|190.63.0.0/16|24
190.63.3.0/24|INVALID_WRONGASN|65001|23487|190.63.0.0/16|24
190.63.4.0/24|INVALID_WRONGASN|65001|23487|190.63.0.0/16|24
190.63.5.0/24|INVALID_WRONGASN|65001|23487|190.63.0.0/16|24
190.63.6.0/24|INVALID_WRONGASN|65001|23487|190.63.0.0/16|24
190.63.7.0/24|INVALID_WRONGASN|65001|23487|190.63.0.0/16|24
190.63.8.0/24|INVALID_WRONGASN|65001|23487|190.63.0.0/16|24
190.63.10.0/24|INVALID_WRONGASN|65001|23487|190.63.0.0/16|24
190.63.16.0/24|INVALID_WRONGASN|65001|23487|190.63.0.0/16|24
190.63.17.0/24|INVALID_WRONGASN|65001|23487|190.63.0.0/16|24
190.63.18.0/24|INVALID_WRONGASN|65001|23487|190.63.0.0/16|24
190.63.19.0/24|INVALID_WRONGASN|65001|23487|190.63.0.0/16|24
190.63.20.0/24|INVALID_WRONGASN|65001|23487|190.63.0.0/16|24
190.63.21.0/24|INVALID_WRONGASN|65001|23487|190.63.0.0/16|24
190.63.34.0/24|INVALID_WRONGASN|65001|23487|190.63.0.0/16|24
190.63.48.0/24|INVALID_WRONGASN|65001|23487|190.63.0.0/16|24
190.63.50.0/24|INVALID_WRONGASN|65001|23487|190.63.0.0/16|24
190.63.135.0/24|INVALID_WRONGASN|65001|23487|190.63.0.0/16|24
190.76.64.0/18|INVALID_MAXLEN|27889|8048|190.76.0.0/16|24
190.76.128.0/19|INVALID_MAXLEN|27889|8048|190.76.0.0/16|24
190.76.160.0/19|INVALID_MAXLEN|27889|8048|190.76.0.0/16|24
190.76.192.0/21|INVALID_MAXLEN|27889|8048|190.76.0.0/16|24
190.88.192.0/22|INVALID_MAXLEN|11081|11081|190.88.128.0/17|20
190.94.8.0/23|INVALID_WRONGASN|28118|12066|190.94.0.0/19|24
190.94.11.0/24|INVALID_WRONGASN|28118|12066|190.94.0.0/19|24
190.94.24.0/21|INVALID_WRONGASN|28118|12066|190.94.0.0/19|24
190.94.39.0/24|INVALID_WRONGASN|28118|12066|190.94.32.0/19|24
190.94.58.0/23|INVALID_WRONGASN|28118|12066|190.94.32.0/19|24
190.94.64.0/24|INVALID_WRONGASN|28118|12066|190.94.64.0/18|24
190.94.65.0/24|INVALID_WRONGASN|28118|12066|190.94.64.0/18|24
190.94.69.0/24|INVALID_WRONGASN|28118|12066|190.94.64.0/18|24
190.94.76.0/22|INVALID_WRONGASN|28118|12066|190.94.64.0/18|24
190.94.113.0/24|INVALID_WRONGASN|28118|12066|190.94.64.0/18|24
190.94.118.0/24|INVALID_WRONGASN|28118|12066|190.94.64.0/18|24
190.94.123.0/24|INVALID_WRONGASN|28118|12066|190.94.64.0/18|24
190.96.160.0/19|INVALID_WRONGASN|3816|22368|190.96.160.0/19|23
190.96.160.0/24|INVALID_WRONGASN|3816|22368|190.96.160.0/19|23
190.96.161.0/24|INVALID_MAXLEN|22368|22368|190.96.160.0/19|23
190.96.162.0/24|INVALID_WRONGASN|3816|22368|190.96.160.0/19|23
190.96.163.0/24|INVALID_WRONGASN|3816|22368|190.96.160.0/19|23
190.96.164.0/24|INVALID_WRONGASN|3816|22368|190.96.160.0/19|23
190.96.166.0/24|INVALID_WRONGASN|3816|22368|190.96.160.0/19|23
190.96.167.0/24|INVALID_WRONGASN|3816|22368|190.96.160.0/19|23
190.96.171.0/24|INVALID_WRONGASN|3816|22368|190.96.160.0/19|23
190.96.173.0/24|INVALID_WRONGASN|3816|22368|190.96.160.0/19|23
190.96.208.0/20|INVALID_WRONGASN|3816|22368|190.96.208.0/20|21
190.96.211.0/24|INVALID_WRONGASN|3816|22368|190.96.208.0/20|21
190.97.207.0/24|INVALID_MAXLEN|27845|27845|190.97.206.0/23|23
190.99.117.0/24|INVALID_WRONGASN|52468|52276|190.99.117.0/24|24
190.99.118.0/24|INVALID_WRONGASN|52468|52276|190.99.118.0/24|24
190.99.128.0/20|INVALID_MAXLEN|10299|10299|190.99.128.0/17|17
190.99.144.0/20|INVALID_MAXLEN|10299|10299|190.99.128.0/17|17
190.99.160.0/19|INVALID_MAXLEN|10299|10299|190.99.128.0/17|17
190.99.160.0/20|INVALID_MAXLEN|10299|10299|190.99.128.0/17|17
190.99.176.0/20|INVALID_MAXLEN|10299|10299|190.99.128.0/17|17
190.99.192.0/20|INVALID_MAXLEN|10299|10299|190.99.128.0/17|17
190.99.192.0/24|INVALID_MAXLEN|10299|10299|190.99.128.0/17|17
190.99.193.0/24|INVALID_MAXLEN|10299|10299|190.99.128.0/17|17
190.99.194.0/23|INVALID_MAXLEN|10299|10299|190.99.128.0/17|17
190.99.196.0/22|INVALID_MAXLEN|10299|10299|190.99.128.0/17|17
190.99.200.0/23|INVALID_MAXLEN|10299|10299|190.99.128.0/17|17
190.99.202.0/23|INVALID_MAXLEN|10299|10299|190.99.128.0/17|17
190.99.204.0/22|INVALID_MAXLEN|10299|10299|190.99.128.0/17|17
190.99.208.0/20|INVALID_MAXLEN|10299|10299|190.99.128.0/17|17
190.99.224.0/20|INVALID_MAXLEN|10299|10299|190.99.128.0/17|17
190.99.240.0/20|INVALID_MAXLEN|10299|10299|190.99.128.0/17|17
190.105.194.0/24|INVALID_WRONGASN|36351|52249|190.105.192.0/22|24
190.106.119.0/24|INVALID_WRONGASN|30542|262221|190.106.112.0/21|24
190.106.128.0/24|INVALID_WRONGASN|52236|7303|190.106.128.0/21|22
190.106.129.0/24|INVALID_WRONGASN|52236|7303|190.106.128.0/21|22
190.106.130.0/24|INVALID_WRONGASN|52236|7303|190.106.128.0/21|22
190.106.131.0/24|INVALID_WRONGASN|52236|7303|190.106.128.0/21|22
190.106.132.0/24|INVALID_WRONGASN|52236|7303|190.106.128.0/21|22
190.106.133.0/24|INVALID_WRONGASN|52236|7303|190.106.128.0/21|22
190.106.134.0/24|INVALID_WRONGASN|52236|7303|190.106.128.0/21|22
190.106.144.0/24|INVALID_WRONGASN|52236|7303|190.106.144.0/22|22
190.106.145.0/24|INVALID_WRONGASN|52236|7303|190.106.144.0/22|22
190.106.146.0/24|INVALID_WRONGASN|52236|7303|190.106.144.0/22|22
190.106.147.0/24|INVALID_WRONGASN|52236|7303|190.106.144.0/22|22
190.107.29.0/24|INVALID_WRONGASN|65534|27951|190.107.16.0/20|24
190.107.216.0/24|INVALID_MAXLEN|52339|52339|190.107.216.0/21|21
190.107.217.0/24|INVALID_MAXLEN|52339|52339|190.107.216.0/21|21
190.107.218.0/24|INVALID_MAXLEN|52339|52339|190.107.216.0/21|21
190.107.219.0/24|INVALID_MAXLEN|52339|52339|190.107.216.0/21|21
190.107.220.0/24|INVALID_MAXLEN|52339|52339|190.107.216.0/21|21
190.107.221.0/24|INVALID_MAXLEN|52339|52339|190.107.216.0/21|21
190.107.222.0/24|INVALID_MAXLEN|52339|52339|190.107.216.0/21|21
190.107.223.0/24|INVALID_MAXLEN|52339|52339|190.107.216.0/21|21
190.108.224.0/24|INVALID_MAXLEN|27751|27751|190.108.224.0/20|22
190.108.225.0/24|INVALID_MAXLEN|27751|27751|190.108.224.0/20|22
190.108.226.0/24|INVALID_MAXLEN|27751|27751|190.108.224.0/20|22
190.108.227.0/24|INVALID_MAXLEN|27751|27751|190.108.224.0/20|22
190.108.228.0/24|INVALID_MAXLEN|27751|27751|190.108.224.0/20|22
190.108.229.0/24|INVALID_MAXLEN|27751|27751|190.108.224.0/20|22
190.108.230.0/24|INVALID_MAXLEN|27751|27751|190.108.224.0/20|22
190.108.231.0/24|INVALID_MAXLEN|27751|27751|190.108.224.0/20|22
190.108.232.0/24|INVALID_MAXLEN|27751|27751|190.108.224.0/20|22
190.108.233.0/24|INVALID_MAXLEN|27751|27751|190.108.224.0/20|22
190.108.234.0/24|INVALID_MAXLEN|27751|27751|190.108.224.0/20|22
190.108.235.0/24|INVALID_MAXLEN|27751|27751|190.108.224.0/20|22
190.108.236.0/24|INVALID_MAXLEN|27751|27751|190.108.224.0/20|22
190.108.237.0/24|INVALID_MAXLEN|27751|27751|190.108.224.0/20|22
190.108.238.0/24|INVALID_MAXLEN|27751|27751|190.108.224.0/20|22
190.108.239.0/24|INVALID_MAXLEN|27751|27751|190.108.224.0/20|22
190.108.240.0/24|INVALID_MAXLEN|27751|27751|190.108.240.0/20|22
190.108.241.0/24|INVALID_MAXLEN|27751|27751|190.108.240.0/20|22
190.108.242.0/24|INVALID_MAXLEN|27751|27751|190.108.240.0/20|22
190.108.243.0/24|INVALID_MAXLEN|27751|27751|190.108.240.0/20|22
190.108.244.0/24|INVALID_MAXLEN|27751|27751|190.108.240.0/20|22
190.108.245.0/24|INVALID_MAXLEN|27751|27751|190.108.240.0/20|22
190.108.246.0/24|INVALID_MAXLEN|27751|27751|190.108.240.0/20|22
190.108.247.0/24|INVALID_MAXLEN|27751|27751|190.108.240.0/20|22
190.108.248.0/24|INVALID_MAXLEN|27751|27751|190.108.240.0/20|22
190.108.249.0/24|INVALID_MAXLEN|27751|27751|190.108.240.0/20|22
190.108.250.0/24|INVALID_MAXLEN|27751|27751|190.108.240.0/20|22
190.108.251.0/24|INVALID_MAXLEN|27751|27751|190.108.240.0/20|22
190.108.252.0/24|INVALID_MAXLEN|27751|27751|190.108.240.0/20|22
190.108.253.0/24|INVALID_MAXLEN|27751|27751|190.108.240.0/20|22
190.108.254.0/24|INVALID_MAXLEN|27751|27751|190.108.240.0/20|22
190.108.255.0/24|INVALID_MAXLEN|27751|27751|190.108.240.0/20|22
190.109.193.0/24|INVALID_WRONGASN|23383|20299|190.109.193.0/24|24
190.111.78.0/24|INVALID_WRONGASN|65001|23487|190.111.64.0/19|24
190.111.79.0/24|INVALID_WRONGASN|65001|23487|190.111.64.0/19|24
190.111.89.0/24|INVALID_WRONGASN|65001|23487|190.111.64.0/19|24
190.111.90.0/24|INVALID_WRONGASN|65001|23487|190.111.64.0/19|24
190.111.91.0/24|INVALID_WRONGASN|65001|23487|190.111.64.0/19|24
190.111.92.0/24|INVALID_WRONGASN|65001|23487|190.111.64.0/19|24
190.111.94.0/24|INVALID_WRONGASN|65001|23487|190.111.64.0/19|24
190.111.120.0/22|INVALID_WRONGASN|52285|55285|190.111.120.0/22|22
190.112.32.0/24|INVALID_MAXLEN|52273|52273|190.112.32.0/21|21
190.112.33.0/24|INVALID_MAXLEN|52273|52273|190.112.32.0/21|21
190.112.34.0/24|INVALID_MAXLEN|52273|52273|190.112.32.0/21|21
190.112.35.0/24|INVALID_MAXLEN|52273|52273|190.112.32.0/21|21
190.112.36.0/24|INVALID_MAXLEN|52273|52273|190.112.32.0/21|21
190.112.37.0/24|INVALID_MAXLEN|52273|52273|190.112.32.0/21|21
190.112.38.0/24|INVALID_MAXLEN|52273|52273|190.112.32.0/21|21
190.112.39.0/24|INVALID_MAXLEN|52273|52273|190.112.32.0/21|21
190.112.64.0/21|INVALID_MAXLEN|28048|28048|190.112.64.0/18|20
190.112.72.0/21|INVALID_MAXLEN|28048|28048|190.112.64.0/18|20
190.112.80.0/21|INVALID_MAXLEN|28048|28048|190.112.64.0/18|20
190.112.88.0/21|INVALID_MAXLEN|28048|28048|190.112.64.0/18|20
190.113.241.0/24|INVALID_WRONGASN|64249|262193|190.113.240.0/22|22
190.113.242.0/24|INVALID_WRONGASN|64249|262193|190.113.240.0/22|22
190.122.32.0/22|INVALID_MAXLEN|27960|27960|190.122.32.0/20|21
190.122.36.0/22|INVALID_MAXLEN|27960|27960|190.122.32.0/20|21
190.122.40.0/22|INVALID_MAXLEN|27960|27960|190.122.32.0/20|21
190.122.44.0/22|INVALID_MAXLEN|27960|27960|190.122.32.0/20|21
190.122.48.0/22|INVALID_MAXLEN|27960|27960|190.122.48.0/20|21
190.122.52.0/22|INVALID_MAXLEN|27960|27960|190.122.48.0/20|21
190.122.56.0/22|INVALID_MAXLEN|27960|27960|190.122.48.0/20|21
190.122.60.0/22|INVALID_MAXLEN|27960|27960|190.122.48.0/20|21
190.122.165.0/24|INVALID_WRONGASN|18809|21599|190.122.160.0/20|24
190.124.32.0/24|INVALID_MAXLEN|27742|27742|190.124.32.0/21|21
190.124.33.0/24|INVALID_MAXLEN|27742|27742|190.124.32.0/21|21
190.124.34.0/24|INVALID_MAXLEN|27742|27742|190.124.32.0/21|21
190.124.35.0/24|INVALID_MAXLEN|27742|27742|190.124.32.0/21|21
190.124.36.0/24|INVALID_MAXLEN|27742|27742|190.124.32.0/21|21
190.124.37.0/24|INVALID_MAXLEN|27742|27742|190.124.32.0/21|21
190.124.38.0/24|INVALID_MAXLEN|27742|27742|190.124.32.0/21|21
190.124.39.0/24|INVALID_MAXLEN|27742|27742|190.124.32.0/21|21
190.136.11.0/24|INVALID_WRONGASN|52444|7303|190.136.0.0/16|32
190.136.15.0/24|INVALID_WRONGASN|52271|7303|190.136.0.0/16|32
190.136.16.0/24|INVALID_WRONGASN|52271|7303|190.136.0.0/16|32
190.136.18.0/24|INVALID_WRONGASN|264767|7303|190.136.0.0/16|32
190.136.52.0/24|INVALID_WRONGASN|27976|7303|190.136.0.0/16|32
190.137.142.0/24|INVALID_WRONGASN|52271|7303|190.137.0.0/16|32
190.137.162.0/23|INVALID_WRONGASN|264642|7303|190.137.0.0/16|32
190.147.138.0/24|INVALID_WRONGASN|14080|10620|190.147.0.0/16|24
190.147.139.0/24|INVALID_WRONGASN|14080|10620|190.147.0.0/16|24
190.156.206.0/23|INVALID_WRONGASN|14080|10620|190.156.0.0/16|24
190.157.0.0/24|INVALID_WRONGASN|14080|10620|190.157.0.0/16|24
190.158.143.0/24|INVALID_WRONGASN|14080|10620|190.158.0.0/16|24
190.182.189.0/24|INVALID_WRONGASN|265816|27983|190.182.128.0/17|24
190.182.250.0/24|INVALID_WRONGASN|265719|27983|190.182.128.0/17|24
190.182.251.0/24|INVALID_WRONGASN|265719|27983|190.182.128.0/17|24
190.184.128.0/18|INVALID_WRONGASN|3816|22368|190.184.128.0/18|24
190.184.139.0/24|INVALID_WRONGASN|3816|22368|190.184.128.0/18|24
190.185.130.0/24|INVALID_WRONGASN|7303|27983|190.185.128.0/18|24
190.185.206.0/24|INVALID_WRONGASN|266871|27983|190.185.192.0/18|24
190.202.47.0/24|INVALID_WRONGASN|28012|8048|190.200.0.0/13|24
190.216.0.0/24|INVALID_WRONGASN|10753|3549|190.216.0.0/18|24
190.216.1.0/24|INVALID_WRONGASN|10753|3549|190.216.0.0/18|24
190.216.18.0/24|INVALID_WRONGASN|20207|3549|190.216.0.0/18|24
190.216.20.0/22|INVALID_WRONGASN|20207|3549|190.216.0.0/18|24
190.216.20.0/24|INVALID_WRONGASN|10753|3549|190.216.0.0/18|24
190.216.21.0/24|INVALID_WRONGASN|10753|3549|190.216.0.0/18|24
190.216.22.0/24|INVALID_WRONGASN|10753|3549|190.216.0.0/18|24
190.216.23.0/24|INVALID_WRONGASN|10753|3549|190.216.0.0/18|24
190.216.24.0/24|INVALID_WRONGASN|20207|3549|190.216.0.0/18|24
190.216.25.0/24|INVALID_WRONGASN|10753|3549|190.216.0.0/18|24
190.216.35.0/24|INVALID_WRONGASN|10753|3549|190.216.0.0/18|24
190.216.44.0/24|INVALID_WRONGASN|10753|3549|190.216.0.0/18|24
190.216.45.0/24|INVALID_WRONGASN|10753|3549|190.216.0.0/18|24
190.216.46.0/24|INVALID_WRONGASN|10753|3549|190.216.0.0/18|24
190.216.56.0/24|INVALID_WRONGASN|265758|3549|190.216.0.0/18|24
190.216.61.0/24|INVALID_WRONGASN|52444|3549|190.216.0.0/18|24
190.216.132.0/24|INVALID_WRONGASN|10753|3549|190.216.128.0/20|24
190.216.240.0/24|INVALID_WRONGASN|263223|3549|190.216.224.0/19|24
190.216.241.0/24|INVALID_WRONGASN|263771|3549|190.216.224.0/19|24
190.216.244.0/24|INVALID_WRONGASN|263771|3549|190.216.224.0/19|24
190.216.245.0/24|INVALID_WRONGASN|263223|3549|190.216.224.0/19|24
190.216.249.0/24|INVALID_WRONGASN|263223|3549|190.216.224.0/19|24
190.216.251.0/24|INVALID_WRONGASN|263771|3549|190.216.224.0/19|24
190.216.252.0/24|INVALID_WRONGASN|263223|3549|190.216.224.0/19|24
190.216.253.0/24|INVALID_WRONGASN|263771|3549|190.216.224.0/19|24
190.216.254.0/24|INVALID_WRONGASN|263771|3549|190.216.224.0/19|24
190.224.44.0/24|INVALID_WRONGASN|262194|7303|190.224.0.0/15|32
190.224.47.0/24|INVALID_WRONGASN|52323|7303|190.224.0.0/15|32
190.226.32.0/24|INVALID_WRONGASN|52371|7303|190.226.0.0/15|32
190.226.240.0/24|INVALID_WRONGASN|264691|7303|190.226.0.0/15|32
190.226.241.0/24|INVALID_WRONGASN|264691|7303|190.226.0.0/15|32
190.226.242.0/24|INVALID_WRONGASN|264691|7303|190.226.0.0/15|32
190.226.243.0/24|INVALID_WRONGASN|264691|7303|190.226.0.0/15|32
190.226.244.0/24|INVALID_WRONGASN|264691|7303|190.226.0.0/15|32
190.226.245.0/24|INVALID_WRONGASN|264691|7303|190.226.0.0/15|32
190.226.246.0/24|INVALID_WRONGASN|264691|7303|190.226.0.0/15|32
190.226.247.0/24|INVALID_WRONGASN|264691|7303|190.226.0.0/15|32
190.226.248.0/24|INVALID_WRONGASN|264691|7303|190.226.0.0/15|32
190.227.12.0/24|INVALID_WRONGASN|27787|7303|190.226.0.0/15|32
190.227.181.0/24|INVALID_WRONGASN|264742|7303|190.226.0.0/15|32
190.227.182.0/24|INVALID_WRONGASN|27813|7303|190.226.0.0/15|32
190.227.183.0/24|INVALID_WRONGASN|27813|7303|190.226.0.0/15|32
190.228.23.0/24|INVALID_WRONGASN|263808|7303|190.228.0.0/14|32
190.228.36.0/23|INVALID_WRONGASN|52312|7303|190.228.0.0/14|32
190.228.38.0/23|INVALID_WRONGASN|52312|7303|190.228.0.0/14|32
190.228.42.0/24|INVALID_WRONGASN|264642|7303|190.228.0.0/14|32
190.228.43.0/24|INVALID_WRONGASN|264642|7303|190.228.0.0/14|32
190.228.64.0/24|INVALID_WRONGASN|264642|7303|190.228.0.0/14|32
190.228.65.0/24|INVALID_WRONGASN|264642|7303|190.228.0.0/14|32
190.228.73.0/24|INVALID_WRONGASN|264767|7303|190.228.0.0/14|32
190.228.74.0/24|INVALID_WRONGASN|264767|7303|190.228.0.0/14|32
190.228.93.0/24|INVALID_WRONGASN|264642|7303|190.228.0.0/14|32
190.228.94.0/24|INVALID_WRONGASN|264642|7303|190.228.0.0/14|32
190.228.99.0/24|INVALID_WRONGASN|264767|7303|190.228.0.0/14|32
190.228.100.0/24|INVALID_WRONGASN|264767|7303|190.228.0.0/14|32
190.228.115.0/24|INVALID_WRONGASN|264642|7303|190.228.0.0/14|32
190.228.116.0/24|INVALID_WRONGASN|264642|7303|190.228.0.0/14|32
190.228.117.0/24|INVALID_WRONGASN|264642|7303|190.228.0.0/14|32
190.228.126.0/24|INVALID_WRONGASN|264767|7303|190.228.0.0/14|32
190.228.132.0/24|INVALID_WRONGASN|264767|7303|190.228.0.0/14|32
190.228.165.0/24|INVALID_WRONGASN|264642|7303|190.228.0.0/14|32
190.228.166.0/24|INVALID_WRONGASN|264642|7303|190.228.0.0/14|32
190.228.167.0/24|INVALID_WRONGASN|264642|7303|190.228.0.0/14|32
190.228.169.0/24|INVALID_WRONGASN|64099|7303|190.228.0.0/14|32
190.228.176.0/24|INVALID_WRONGASN|264608|7303|190.228.0.0/14|32
190.228.177.0/24|INVALID_WRONGASN|265686|7303|190.228.0.0/14|32
191.101.46.0/24|INVALID_WRONGASN|2914|61440|191.101.0.0/16|24
191.101.47.0/24|INVALID_WRONGASN|2914|61440|191.101.0.0/16|24
191.102.0.0/20|INVALID_WRONGASN|{3549,18678,27951,52280,262220}|262220|191.102.0.0/20|21
191.102.0.0/20|INVALID_WRONGASN|{18678,52280,262220}|262220|191.102.0.0/20|21
191.102.40.0/21|INVALID_WRONGASN|3549|52364|191.102.40.0/21|24
191.102.192.0/24|INVALID_MAXLEN|262928|262928|191.102.192.0/19|19
191.102.196.0/22|INVALID_MAXLEN|262928|262928|191.102.192.0/19|19
191.102.196.0/23|INVALID_MAXLEN|262928|262928|191.102.192.0/19|19
191.102.196.0/24|INVALID_MAXLEN|262928|262928|191.102.192.0/19|19
191.102.197.0/24|INVALID_MAXLEN|262928|262928|191.102.192.0/19|19
191.102.198.0/23|INVALID_MAXLEN|262928|262928|191.102.192.0/19|19
191.102.198.0/24|INVALID_MAXLEN|262928|262928|191.102.192.0/19|19
191.102.199.0/24|INVALID_MAXLEN|262928|262928|191.102.192.0/19|19
191.102.200.0/24|INVALID_MAXLEN|262928|262928|191.102.192.0/19|19
191.102.208.0/22|INVALID_MAXLEN|262928|262928|191.102.192.0/19|19
191.102.208.0/23|INVALID_MAXLEN|262928|262928|191.102.192.0/19|19
191.102.210.0/23|INVALID_MAXLEN|262928|262928|191.102.192.0/19|19
191.102.216.0/24|INVALID_MAXLEN|262928|262928|191.102.192.0/19|19
191.102.219.0/24|INVALID_MAXLEN|262928|262928|191.102.192.0/19|19
191.102.219.0/24|INVALID_WRONGASN|64612|262928|191.102.192.0/19|19
191.102.220.0/22|INVALID_MAXLEN|262928|262928|191.102.192.0/19|19
191.102.220.0/24|INVALID_MAXLEN|262928|262928|191.102.192.0/19|19
191.102.220.0/24|INVALID_WRONGASN|64613|262928|191.102.192.0/19|19
191.102.223.0/24|INVALID_MAXLEN|262928|262928|191.102.192.0/19|19
191.102.224.0/22|INVALID_MAXLEN|262928|262928|191.102.224.0/20|20
191.102.224.0/23|INVALID_MAXLEN|262928|262928|191.102.224.0/20|20
191.102.228.0/22|INVALID_MAXLEN|262928|262928|191.102.224.0/20|20
191.102.232.0/24|INVALID_MAXLEN|262928|262928|191.102.224.0/20|20
191.102.234.0/24|INVALID_MAXLEN|262928|262928|191.102.224.0/20|20
191.102.236.0/22|INVALID_MAXLEN|262928|262928|191.102.224.0/20|20
191.102.236.0/24|INVALID_MAXLEN|262928|262928|191.102.224.0/20|20
191.102.237.0/24|INVALID_MAXLEN|262928|262928|191.102.224.0/20|20
191.102.238.0/24|INVALID_MAXLEN|262928|262928|191.102.224.0/20|20
191.102.239.0/24|INVALID_MAXLEN|262928|262928|191.102.224.0/20|20
192.231.116.0/22|INVALID_WRONGASN|27951|61469|192.231.116.0/22|24
200.6.96.0/23|INVALID_MAXLEN|27659|27659|200.6.96.0/20|20
200.6.98.0/23|INVALID_MAXLEN|27659|27659|200.6.96.0/20|20
200.6.100.0/23|INVALID_MAXLEN|27659|27659|200.6.96.0/20|20
200.6.102.0/23|INVALID_MAXLEN|27659|27659|200.6.96.0/20|20
200.6.104.0/23|INVALID_MAXLEN|27659|27659|200.6.96.0/20|20
200.6.106.0/23|INVALID_MAXLEN|27659|27659|200.6.96.0/20|20
200.6.108.0/23|INVALID_MAXLEN|27659|27659|200.6.96.0/20|20
200.6.110.0/23|INVALID_MAXLEN|27659|27659|200.6.96.0/20|20
200.6.112.0/23|INVALID_MAXLEN|27659|27659|200.6.112.0/20|20
200.6.114.0/23|INVALID_MAXLEN|27659|27659|200.6.112.0/20|20
200.6.116.0/23|INVALID_MAXLEN|27659|27659|200.6.112.0/20|20
200.6.118.0/23|INVALID_MAXLEN|27659|27659|200.6.112.0/20|20
200.6.120.0/23|INVALID_MAXLEN|27659|27659|200.6.112.0/20|20
200.6.122.0/23|INVALID_MAXLEN|27659|27659|200.6.112.0/20|20
200.6.124.0/23|INVALID_MAXLEN|27659|27659|200.6.112.0/20|20
200.6.126.0/23|INVALID_MAXLEN|27659|27659|200.6.112.0/20|20
200.14.34.0/24|INVALID_WRONGASN|26613|19114|200.14.34.0/24|24
200.14.34.0/24|INVALID_WRONGASN|64513|19114|200.14.34.0/24|24
200.23.206.0/24|INVALID_WRONGASN|263702|61522|200.23.206.0/24|24
200.25.16.0/24|INVALID_WRONGASN|27810|7195|200.25.0.0/17|24
200.25.59.0/24|INVALID_WRONGASN|27817|7195|200.25.0.0/17|24
200.25.205.0/24|INVALID_WRONGASN|65001|23487|200.25.192.0/19|24
200.25.206.0/24|INVALID_WRONGASN|65001|23487|200.25.192.0/19|24
200.25.207.0/24|INVALID_WRONGASN|65001|23487|200.25.192.0/19|24
200.25.217.0/24|INVALID_WRONGASN|65001|23487|200.25.192.0/19|24
200.25.219.0/24|INVALID_WRONGASN|65001|23487|200.25.192.0/19|24
200.25.220.0/24|INVALID_WRONGASN|65001|23487|200.25.192.0/19|24
200.25.221.0/24|INVALID_WRONGASN|65001|23487|200.25.192.0/19|24
200.25.223.0/24|INVALID_WRONGASN|65001|23487|200.25.192.0/19|24
200.25.224.0/20|INVALID_WRONGASN|262186|27763|200.25.224.0/20|24
200.25.240.0/20|INVALID_WRONGASN|262186|27763|200.25.240.0/20|24
200.29.104.0/21|INVALID_MAXLEN|10299|10299|200.29.96.0/20|20
200.29.104.0/24|INVALID_MAXLEN|10299|10299|200.29.96.0/20|20
200.29.114.0/24|INVALID_MAXLEN|10299|10299|200.29.112.0/20|20
200.29.118.0/24|INVALID_MAXLEN|10299|10299|200.29.112.0/20|20
200.29.122.0/23|INVALID_MAXLEN|10299|10299|200.29.112.0/20|20
200.29.124.0/22|INVALID_MAXLEN|10299|10299|200.29.112.0/20|20
200.30.81.0/24|INVALID_WRONGASN|65509|13489|200.30.80.0/20|24
200.30.90.0/24|INVALID_WRONGASN|52464|13489|200.30.80.0/20|24
200.31.3.0/24|INVALID_WRONGASN|263736|3549|200.31.2.0/23|24
200.32.117.0/24|INVALID_WRONGASN|28075|3549|200.32.96.0/19|24
200.33.26.0/24|INVALID_WRONGASN|8151|28501|200.33.26.0/23|23
200.33.27.0/24|INVALID_WRONGASN|18734|28501|200.33.26.0/23|23
200.33.125.0/24|INVALID_WRONGASN|11556|64101|200.33.125.0/24|24
